PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
350,21.10%,5.40%,0.153,3.1,25.30%,37.20%,37.50%,17.90%,10.50%,18.10%,50.80%,31.10%,48.00%,34.40%,62.50%,59.60%,92.40%,-8.8,10,0.255,0.3,0.408,0.309,83,-3,-0.8
133,19.50%,9.00%,0.104,1.2,21.70%,44.60%,33.70%,6.50%,3.20%,16.30%,46.70%,37.00%,45.00%,29.00%,62.20%,57.10%,88.10%,-4.9,1,0.252,0.331,0.357,0.309,80,-2.3,-0.6
401,26.40%,12.00%,0.233,1.3,14.30%,38.40%,47.30%,12.10%,19.00%,22.00%,42.30%,35.80%,44.10%,26.40%,62.20%,56.80%,80.00%,-0.5,22,0.199,0.294,0.432,0.308,94,-2.4,0.8
270,23.70%,6.30%,0.128,1.8,21.00%,36.00%,43.00%,12.50%,8.80%,19.80%,50.80%,29.40%,47.90%,34.60%,62.50%,74.20%,83.60%,-5.9,7,0.256,0.307,0.384,0.308,95,-2.9,-0.2
325,21.20%,7.10%,0.204,3.4,19.90%,33.60%,46.50%,11.40%,14.30%,16.80%,53.10%,30.10%,47.40%,26.60%,67.50%,54.70%,88.20%,-3.9,15,0.218,0.289,0.422,0.308,93,-0.2,0.4
113,21.20%,17.70%,0.079,0.5,19.40%,47.80%,32.80%,0.00%,4.50%,13.40%,56.70%,29.90%,41.70%,20.70%,64.40%,58.80%,79.70%,-2.8,1,0.225,0.372,0.303,0.308,75,-0.8,-0.4
525,33.00%,11.40%,0.209,2.5,24.60%,34.50%,40.90%,4.30%,22.60%,12.70%,51.20%,36.00%,46.90%,32.40%,65.30%,49.70%,76.80%,-6.8,26,0.196,0.3,0.404,0.308,94,0.3,0.8
362,24.60%,7.70%,0.18,2.7,15.20%,44.70%,40.20%,12.20%,14.30%,19.30%,45.50%,35.30%,49.30%,34.40%,67.60%,55.20%,81.70%,-14.4,14,0.235,0.293,0.415,0.308,90,-3.6,-1.2
526,28.10%,9.30%,0.181,2,20.40%,32.50%,47.10%,6.60%,12.50%,16.70%,44.10%,39.20%,49.50%,31.50%,68.60%,49.20%,83.20%,-7.8,19,0.226,0.304,0.407,0.308,93,-0.4,0.5
119,28.60%,7.60%,0.14,2.4,30.70%,24.00%,45.30%,2.90%,8.80%,13.30%,46.70%,40.00%,47.90%,37.60%,60.60%,59.80%,84.10%,0.9,3,0.252,0.311,0.393,0.308,99,0.5,0.5
334,17.40%,9.30%,0.169,2.6,18.40%,41.00%,40.60%,7.20%,11.30%,14.10%,54.40%,31.50%,38.20%,23.50%,53.80%,67.50%,91.90%,-7.9,11,0.23,0.308,0.399,0.308,93,-3,-0.4
503,27.40%,5.40%,0.214,1.7,27.70%,35.50%,36.70%,0.80%,18.90%,8.40%,54.20%,37.40%,54.80%,38.60%,75.90%,49.80%,82.90%,-13.9,23,0.229,0.277,0.443,0.308,93,-1.4,-0.4
100,29.00%,7.00%,0.154,0.6,21.00%,43.50%,35.50%,9.10%,18.20%,12.90%,53.20%,33.90%,43.40%,30.30%,56.30%,45.60%,85.10%,-0.3,4,0.231,0.3,0.385,0.307,94,0.2,0.2
503,23.50%,7.00%,0.189,1.7,21.10%,41.50%,37.40%,10.90%,17.20%,15.20%,48.30%,36.60%,48.80%,33.90%,67.40%,57.30%,83.30%,-3.4,22,0.233,0.298,0.422,0.307,86,-1.8,0.4
240,10.80%,4.20%,0.077,2.6,23.40%,51.30%,25.40%,8.00%,2.00%,12.30%,65.20%,22.60%,42.60%,26.10%,57.60%,66.70%,94.90%,-0.8,1,0.297,0.325,0.374,0.307,83,-3.6,-0.1
466,8.80%,6.70%,0.088,2.2,19.30%,43.40%,37.30%,12.20%,4.80%,18.00%,54.30%,27.70%,55.10%,35.50%,76.90%,73.50%,92.10%,-15.6,7,0.283,0.328,0.371,0.307,82,0.9,-1
615,8.00%,9.40%,0.102,2.5,22.10%,40.80%,37.10%,10.10%,4.80%,19.30%,54.40%,26.20%,41.10%,25.50%,56.00%,78.90%,94.20%,-9.7,9,0.264,0.332,0.365,0.307,91,-3.4,-0.1
259,29.00%,5.40%,0.175,6.1,18.70%,45.20%,36.10%,20.00%,15.00%,21.10%,47.60%,31.30%,46.00%,32.50%,60.80%,61.50%,82.60%,-3.4,9,0.233,0.286,0.408,0.307,98,1.5,0.6
169,16.60%,4.70%,0.106,3.5,24.10%,33.10%,42.90%,14.00%,5.30%,19.60%,61.70%,18.80%,58.90%,39.60%,78.80%,63.90%,89.40%,-4.5,3,0.281,0.314,0.388,0.307,84,1.1,-0.1
225,22.70%,5.80%,0.13,5.6,24.40%,48.10%,27.50%,4.50%,6.80%,12.50%,52.50%,35.00%,47.00%,31.20%,62.30%,63.30%,89.80%,-6.8,3,0.264,0.307,0.394,0.306,95,-1.3,-0.3
117,28.20%,14.50%,0.113,3.5,29.00%,27.40%,43.50%,11.10%,7.40%,16.40%,56.70%,26.90%,39.80%,23.80%,55.40%,46.60%,83.50%,-1.3,2,0.216,0.333,0.33,0.306,80,0.2,0
118,11.90%,10.20%,0.089,0.9,15.70%,34.80%,49.40%,22.70%,4.50%,22.50%,53.90%,23.60%,50.00%,29.30%,66.20%,76.50%,85.70%,-1.6,2,0.257,0.347,0.347,0.306,83,-2.3,-0.3
648,29.30%,10.30%,0.156,1.6,22.10%,40.60%,37.20%,1.40%,16.10%,14.80%,51.60%,33.60%,48.80%,34.10%,68.00%,52.10%,77.80%,-14.5,23,0.223,0.31,0.38,0.306,94,-2.7,-0.3
515,18.40%,5.60%,0.136,1.8,21.40%,39.60%,39.10%,12.00%,7.30%,15.60%,53.30%,31.20%,49.60%,34.90%,65.30%,65.80%,87.10%,-10.1,11,0.256,0.304,0.392,0.306,83,-0.4,-0.5
491,20.40%,10.40%,0.194,2.2,14.90%,47.50%,37.60%,11.10%,16.70%,14.30%,49.60%,36.10%,45.90%,26.20%,68.30%,57.50%,81.50%,-21.9,21,0.205,0.295,0.399,0.305,84,-0.9,-1.5
292,12.30%,9.20%,0.129,4,18.60%,37.60%,43.80%,9.10%,6.10%,20.50%,45.90%,33.60%,40.30%,20.50%,56.00%,70.40%,92.60%,-6.4,6,0.254,0.317,0.383,0.305,76,2,-0.4
533,24.20%,6.20%,0.192,2.2,19.20%,41.70%,39.00%,18.10%,15.30%,20.90%,44.20%,35.00%,49.70%,35.40%,66.60%,55.30%,87.00%,-14,22,0.24,0.289,0.432,0.305,85,-4.4,-1.1
178,13.50%,14.00%,0.113,1.2,18.90%,50.40%,30.70%,7.70%,7.70%,20.50%,53.50%,26.00%,44.60%,31.50%,58.60%,67.00%,88.30%,-3.4,3,0.247,0.36,0.36,0.305,90,-2.8,-0.3
211,26.10%,8.10%,0.095,3.2,17.40%,55.10%,27.50%,5.30%,7.90%,13.80%,57.30%,29.00%,46.00%,27.10%,64.50%,55.10%,85.80%,-0.5,3,0.263,0.322,0.358,0.305,97,-0.4,0.5
373,23.30%,6.40%,0.1,5.6,16.50%,62.70%,20.80%,9.40%,13.20%,24.80%,48.10%,27.10%,47.60%,30.60%,64.80%,51.20%,85.10%,-5.9,7,0.274,0.326,0.375,0.305,69,0.7,-0.8
430,20.70%,6.00%,0.192,1.5,20.10%,43.90%,36.00%,9.70%,17.70%,19.80%,44.30%,36.00%,47.90%,37.90%,59.50%,66.10%,88.90%,-13.3,20,0.239,0.286,0.431,0.304,92,-2.7,-0.6
172,20.90%,8.70%,0.183,1.4,23.50%,37.00%,39.50%,6.40%,14.90%,16.00%,51.30%,32.80%,41.30%,27.90%,58.60%,62.60%,88.50%,-2.7,7,0.229,0.302,0.412,0.304,91,0,0.1
139,20.10%,7.20%,0.164,2.9,15.20%,44.40%,40.40%,15.00%,10.00%,21.00%,54.00%,25.00%,37.60%,17.90%,54.50%,54.60%,87.90%,-2.7,4,0.234,0.295,0.398,0.304,92,-1.3,-0.1
242,23.10%,3.30%,0.147,3.6,19.90%,54.50%,25.60%,11.10%,13.30%,22.60%,48.00%,29.40%,54.00%,37.30%,71.40%,61.10%,82.50%,-6.4,6,0.268,0.295,0.416,0.303,75,-2.3,-0.9
170,24.70%,11.20%,0.231,1.3,17.90%,30.20%,51.90%,10.90%,16.40%,16.80%,46.70%,36.50%,42.80%,24.20%,64.80%,49.50%,81.00%,-4.5,9,0.19,0.288,0.422,0.303,86,-2.2,-0.4
283,17.30%,11.00%,0.139,1.2,16.80%,32.20%,51.00%,9.70%,6.80%,19.80%,54.50%,25.70%,43.20%,24.10%,61.80%,72.90%,89.70%,-11.1,7,0.223,0.311,0.363,0.303,79,-3.4,-1.2
597,14.60%,8.50%,0.144,2.3,15.50%,48.10%,36.40%,10.90%,9.10%,15.00%,54.90%,30.20%,43.20%,30.70%,58.80%,67.90%,92.20%,-18.6,15,0.241,0.31,0.384,0.303,77,-5.6,-2.1
111,27.90%,4.50%,0.158,0.8,19.70%,42.30%,38.00%,11.10%,14.80%,18.10%,44.40%,37.50%,49.40%,37.20%,63.20%,48.80%,87.40%,-1.6,4,0.238,0.291,0.396,0.303,86,-1.6,-0.2
523,18.90%,12.40%,0.121,4.2,19.30%,35.10%,45.70%,6.90%,5.70%,16.90%,61.00%,22.20%,40.70%,18.30%,59.70%,71.20%,85.50%,-5.9,9,0.226,0.327,0.348,0.303,84,4.8,0.6
111,30.60%,6.30%,0.115,3.1,18.60%,44.30%,37.10%,11.50%,7.70%,14.30%,65.70%,20.00%,49.30%,29.60%,68.10%,51.60%,86.40%,-4.4,2,0.26,0.306,0.375,0.303,79,-0.6,-0.4
485,22.90%,7.40%,0.153,2.7,21.80%,43.70%,34.50%,6.80%,12.00%,15.60%,49.30%,35.10%,48.00%,28.10%,68.20%,47.00%,87.30%,-7.2,14,0.24,0.295,0.393,0.303,87,-2.1,0
292,33.90%,8.60%,0.204,0.8,25.60%,43.30%,31.10%,0.00%,27.50%,7.30%,56.70%,36.00%,48.70%,33.40%,68.80%,42.50%,82.80%,-9.5,14,0.219,0.295,0.423,0.303,88,-4.3,-1
308,27.60%,6.80%,0.136,2,22.30%,45.70%,32.00%,7.90%,12.70%,19.30%,48.20%,32.50%,51.60%,32.00%,73.20%,45.60%,84.60%,-4.6,8,0.243,0.305,0.379,0.302,94,1.9,0.5
485,33.60%,10.10%,0.235,2.7,14.70%,33.20%,52.10%,15.90%,21.00%,21.90%,42.60%,35.50%,43.10%,26.40%,60.40%,47.20%,77.40%,-8.4,29,0.193,0.285,0.428,0.302,81,-2.1,-0.5
188,18.60%,9.00%,0.153,3.7,15.40%,34.60%,50.00%,14.70%,7.40%,22.10%,45.60%,32.40%,40.20%,20.80%,58.30%,63.20%,87.30%,-3.1,5,0.229,0.298,0.382,0.302,88,-0.8,0
366,10.10%,4.40%,0.131,1.4,23.80%,41.70%,34.50%,8.50%,8.50%,22.40%,48.10%,29.60%,50.90%,33.10%,71.20%,81.50%,93.70%,-7.5,9,0.265,0.307,0.397,0.302,89,-1.5,-0.2
360,22.50%,10.30%,0.14,2.3,18.30%,45.80%,35.80%,15.10%,12.80%,15.00%,58.80%,26.30%,44.60%,25.30%,64.00%,52.30%,87.60%,-13.6,11,0.235,0.314,0.375,0.302,87,0.6,-0.8
359,10.00%,8.90%,0.138,2.5,15.60%,43.90%,40.50%,5.10%,6.80%,14.80%,52.90%,32.30%,43.90%,23.90%,62.40%,81.40%,92.30%,-10.6,8,0.239,0.306,0.376,0.302,80,-5.3,-1.3
433,28.20%,10.90%,0.198,3.1,13.80%,38.10%,48.10%,21.60%,17.60%,19.90%,47.90%,32.20%,48.70%,29.60%,69.20%,52.30%,75.70%,7.1,22,0.196,0.287,0.394,0.302,87,1.2,1.6
212,21.70%,4.70%,0.114,2.3,23.70%,48.10%,28.20%,6.80%,6.80%,24.40%,48.70%,26.90%,52.10%,36.00%,70.40%,64.60%,88.10%,-3.3,3,0.269,0.302,0.383,0.301,84,-2.5,-0.3
290,20.00%,7.90%,0.156,4,18.40%,37.90%,43.70%,8.90%,7.80%,21.70%,52.20%,26.10%,43.10%,28.50%,58.30%,61.50%,90.20%,-6.1,7,0.229,0.293,0.385,0.301,93,-0.4,0
218,15.10%,6.90%,0.089,2.4,20.70%,44.40%,34.90%,13.60%,3.40%,26.60%,55.00%,18.30%,43.60%,29.10%,57.80%,63.80%,92.80%,-2.3,2,0.267,0.321,0.356,0.301,84,0.2,0
397,22.90%,11.60%,0.152,1.9,23.10%,37.70%,39.20%,18.60%,12.70%,19.20%,39.60%,41.20%,42.20%,26.10%,59.60%,55.30%,88.10%,-5.8,13,0.218,0.307,0.371,0.3,81,-3.2,-0.5
255,20.40%,7.10%,0.142,2.2,19.80%,41.80%,38.50%,14.30%,8.60%,22.40%,47.00%,30.60%,48.40%,33.00%,64.80%,60.80%,86.00%,-1.2,6,0.241,0.299,0.384,0.3,77,-1.1,-0.1
296,20.30%,12.20%,0.101,2.5,19.10%,51.80%,29.10%,3.40%,6.90%,13.10%,55.80%,31.20%,43.60%,26.00%,63.90%,48.40%,86.30%,-7.4,4,0.233,0.328,0.333,0.3,86,0.6,-0.3
425,19.30%,10.80%,0.141,1.6,12.50%,42.20%,45.30%,9.00%,9.00%,17.90%,51.00%,31.10%,48.20%,31.70%,66.80%,54.80%,86.60%,-11.1,12,0.221,0.306,0.362,0.3,86,-3.9,-0.8
175,17.10%,8.00%,0.168,2.8,16.30%,31.00%,52.70%,10.30%,8.80%,18.50%,53.90%,27.70%,42.60%,21.70%,60.30%,53.10%,91.90%,-7.6,6,0.232,0.293,0.4,0.299,78,-0.3,-0.7
244,13.90%,9.40%,0.128,1.1,18.20%,31.00%,50.80%,14.70%,5.30%,26.20%,45.50%,28.30%,45.00%,28.30%,60.60%,71.30%,92.10%,-3.2,5,0.239,0.307,0.367,0.299,78,-3.5,-0.5
318,24.80%,8.50%,0.153,3.4,21.50%,42.10%,36.40%,9.20%,11.80%,13.80%,55.70%,30.50%,44.20%,24.50%,64.60%,55.90%,81.10%,-6.7,9,0.226,0.297,0.378,0.299,92,1.3,0.1
440,20.00%,9.50%,0.127,2.8,18.60%,46.10%,35.30%,6.50%,8.30%,17.90%,52.60%,29.60%,45.90%,27.70%,66.80%,60.70%,88.60%,-14,9,0.234,0.31,0.36,0.299,88,-1.3,-0.8
532,13.90%,8.50%,0.114,2.5,22.50%,44.10%,33.30%,7.40%,5.10%,18.20%,49.50%,32.30%,46.40%,27.50%,67.00%,61.90%,93.70%,-11,7,0.253,0.316,0.367,0.299,87,-3,-0.5
288,12.50%,5.90%,0.157,4.7,18.80%,42.70%,38.50%,12.20%,7.80%,20.10%,47.90%,32.10%,47.50%,25.60%,70.20%,63.40%,94.50%,-1.4,7,0.24,0.285,0.397,0.299,93,1.2,0.7
518,22.80%,4.20%,0.147,5.1,20.60%,47.40%,32.00%,8.00%,11.60%,14.80%,52.00%,33.20%,48.60%,37.00%,62.10%,54.90%,89.00%,-4.7,13,0.254,0.293,0.401,0.298,88,-1.9,0.3
520,14.20%,8.70%,0.111,0.8,24.40%,36.30%,39.30%,4.50%,7.70%,16.60%,56.20%,27.20%,44.40%,25.30%,61.50%,60.50%,89.30%,-15.1,12,0.244,0.313,0.355,0.298,84,-8.9,-1.8
328,28.00%,13.10%,0.139,2.9,21.90%,49.70%,28.40%,7.70%,15.40%,14.80%,48.70%,36.50%,46.60%,26.70%,70.70%,43.40%,77.20%,-9.2,8,0.207,0.321,0.346,0.298,86,-0.7,-0.5
389,11.30%,9.50%,0.079,5.3,20.30%,43.20%,36.50%,2.70%,2.70%,13.20%,63.70%,23.10%,43.40%,29.50%,57.60%,81.00%,93.90%,1.7,3,0.249,0.327,0.327,0.298,80,-2,0.3
511,15.90%,9.20%,0.158,4.1,16.30%,44.70%,39.00%,10.30%,11.60%,19.50%,49.90%,30.60%,48.40%,30.30%,68.10%,65.90%,89.90%,-11.9,17,0.225,0.302,0.383,0.298,90,-0.9,-0.2
333,24.30%,9.90%,0.126,1.1,21.40%,39.10%,39.50%,3.50%,9.40%,13.00%,58.80%,28.20%,44.50%,30.70%,58.70%,73.10%,83.40%,-6.3,8,0.228,0.309,0.354,0.298,84,-1.3,-0.3
362,31.50%,7.50%,0.257,0.8,22.70%,34.50%,42.70%,2.10%,26.60%,11.40%,42.70%,45.90%,55.50%,39.20%,75.50%,49.80%,78.30%,-10.4,25,0.196,0.257,0.453,0.298,82,-2.9,-1
377,26.80%,15.10%,0.129,3.1,19.80%,45.20%,35.00%,13.20%,11.80%,17.40%,55.10%,27.50%,42.10%,25.40%,60.00%,58.40%,81.30%,-8.5,9,0.205,0.326,0.334,0.297,91,-0.3,-0.2
146,28.10%,12.30%,0.173,3,19.50%,31.00%,49.40%,9.30%,11.60%,19.50%,48.30%,32.20%,50.80%,28.70%,76.60%,34.80%,76.20%,-1.8,5,0.197,0.295,0.37,0.297,84,-0.7,-0.1
651,10.80%,5.10%,0.093,3.2,22.90%,53.20%,23.90%,3.10%,6.10%,13.00%,60.50%,26.50%,51.50%,33.50%,67.70%,75.70%,90.40%,-18.6,8,0.277,0.312,0.37,0.297,79,-6.7,-2
186,23.10%,11.30%,0.164,4.1,18.90%,37.70%,43.40%,5.70%,7.50%,18.00%,45.90%,36.10%,40.00%,22.40%,56.90%,48.20%,84.50%,-2.6,4,0.206,0.296,0.37,0.297,77,1.6,0
358,12.60%,6.10%,0.116,2.7,22.20%,39.40%,38.40%,6.40%,4.60%,15.00%,55.40%,29.60%,45.60%,28.00%,62.90%,69.10%,93.00%,2.5,5,0.252,0.304,0.368,0.297,73,0.7,0.2
112,43.80%,10.70%,0.124,3.7,19.10%,40.40%,40.40%,10.50%,10.50%,19.20%,44.70%,36.20%,43.90%,27.50%,64.00%,30.60%,68.60%,-2,2,0.216,0.321,0.34,0.297,85,0.9,0.1
288,13.20%,9.00%,0.152,2.3,17.90%,34.50%,47.50%,7.50%,7.50%,20.20%,53.40%,26.50%,46.00%,33.50%,58.90%,71.50%,92.80%,-4.6,8,0.237,0.306,0.389,0.296,70,-2,-0.8
297,23.90%,9.80%,0.147,3.8,21.10%,49.00%,29.90%,3.40%,12.10%,16.90%,57.40%,25.60%,44.90%,27.40%,62.80%,60.10%,87.20%,-0.8,7,0.215,0.296,0.362,0.296,87,0.8,0.6
150,26.70%,8.70%,0.096,1.6,19.80%,42.70%,37.50%,8.30%,8.30%,14.40%,57.70%,27.80%,51.00%,37.70%,64.80%,58.30%,85.40%,-1.3,3,0.25,0.315,0.346,0.296,80,-1.8,-0.2
347,24.50%,4.90%,0.098,1.4,19.90%,46.60%,33.50%,1.30%,7.60%,15.20%,51.10%,33.80%,49.90%,32.60%,65.80%,64.40%,83.20%,-7.9,6,0.256,0.306,0.353,0.295,76,0.2,-0.7
579,15.50%,8.10%,0.125,2.7,15.90%,46.50%,37.60%,15.80%,7.30%,28.20%,48.60%,23.20%,44.40%,30.80%,61.70%,70.40%,91.20%,-16.6,12,0.246,0.306,0.37,0.295,89,-2.7,-0.9
222,30.20%,3.60%,0.087,2.9,16.40%,45.00%,38.60%,13.00%,5.60%,18.40%,48.20%,33.30%,51.70%,33.60%,69.80%,48.60%,80.40%,0.1,3,0.261,0.308,0.348,0.295,73,-0.3,0
102,25.50%,3.90%,0.216,4.2,20.00%,21.40%,58.60%,17.10%,9.80%,18.30%,46.50%,35.20%,48.60%,37.90%,62.00%,76.10%,90.40%,-1.9,4,0.216,0.255,0.433,0.295,83,0.3,0
388,8.80%,5.90%,0.078,1.3,24.80%,42.10%,33.00%,6.40%,3.70%,17.30%,63.90%,18.80%,48.50%,29.80%,70.40%,76.30%,93.60%,-9.5,4,0.28,0.322,0.357,0.294,87,-9.6,-1.3
136,23.50%,16.20%,0.088,2.2,18.50%,42.00%,39.50%,31.30%,3.10%,28.40%,51.90%,19.80%,38.40%,13.10%,60.50%,69.20%,87.80%,0.3,1,0.204,0.338,0.292,0.294,86,0.8,0.4
244,32.80%,8.60%,0.219,4.1,16.70%,41.30%,42.00%,10.30%,20.70%,20.30%,42.80%,37.00%,45.90%,27.50%,65.50%,46.60%,76.30%,-3.3,12,0.191,0.275,0.409,0.294,79,1.5,0
219,30.10%,18.30%,0.096,1.3,27.90%,40.50%,31.50%,8.60%,11.40%,11.50%,57.50%,31.00%,39.90%,17.80%,60.80%,31.80%,75.50%,1.8,4,0.191,0.339,0.287,0.294,82,-1.3,0.3
418,9.30%,5.50%,0.075,3.1,22.40%,45.70%,31.80%,10.70%,2.70%,12.80%,59.80%,27.50%,50.80%,32.30%,68.60%,75.60%,92.00%,-12.8,3,0.273,0.317,0.348,0.294,73,-3.6,-1.6
227,17.60%,4.00%,0.195,4.9,18.20%,52.80%,29.00%,9.80%,13.70%,23.30%,47.20%,29.60%,50.50%,37.10%,66.60%,64.70%,92.20%,-5.1,7,0.233,0.269,0.428,0.293,78,-1.3,-0.5
250,12.80%,7.20%,0.081,6.2,20.20%,48.90%,30.90%,10.30%,0.00%,20.40%,60.70%,18.90%,44.60%,26.00%,61.00%,68.60%,92.10%,0.4,0,0.249,0.316,0.33,0.293,78,-0.3,0.2
220,30.00%,6.40%,0.151,1.4,13.70%,52.50%,33.80%,4.30%,12.80%,16.60%,49.60%,33.80%,46.00%,25.70%,65.40%,44.90%,79.10%,-11.6,6,0.229,0.282,0.38,0.293,84,-0.3,-1
189,24.30%,11.10%,0.128,2.4,21.00%,49.60%,29.40%,14.30%,14.30%,17.70%,51.30%,31.10%,44.60%,29.90%,61.00%,67.20%,83.30%,-3.6,5,0.213,0.312,0.341,0.293,88,-1.1,-0.1
390,13.60%,8.20%,0.097,3,20.90%,42.40%,36.80%,9.90%,4.50%,25.80%,55.00%,19.20%,42.10%,22.80%,59.40%,61.90%,92.80%,-5.4,5,0.244,0.31,0.341,0.293,83,-3.4,-0.4
210,24.80%,6.20%,0.151,2.8,18.40%,37.60%,44.00%,6.50%,8.10%,16.30%,54.60%,29.10%,44.40%,29.40%,58.70%,68.10%,84.40%,-5.6,5,0.229,0.29,0.38,0.292,81,-0.6,-0.4
399,14.50%,10.30%,0.116,1.6,16.40%,41.90%,41.60%,8.90%,7.30%,14.80%,56.40%,28.90%,38.00%,19.60%,55.90%,67.60%,90.70%,-1.7,9,0.226,0.308,0.342,0.292,63,-2.6,-1
181,15.50%,7.70%,0.049,4.9,18.20%,48.20%,33.60%,4.30%,2.20%,17.50%,61.30%,21.20%,47.90%,30.90%,63.70%,70.70%,90.90%,-4.5,1,0.262,0.326,0.311,0.292,74,-0.7,-0.5
256,29.70%,9.00%,0.105,1.3,25.50%,56.90%,17.60%,0.00%,18.50%,18.30%,48.40%,33.30%,49.10%,30.40%,70.70%,52.10%,81.30%,-4.6,5,0.231,0.313,0.336,0.291,84,-2.6,-0.4
598,15.90%,9.40%,0.127,5.2,18.50%,53.60%,27.90%,9.70%,11.30%,17.80%,48.80%,33.50%,47.10%,32.40%,63.70%,72.70%,85.80%,-25.4,14,0.232,0.304,0.359,0.291,80,2.8,-1.7
194,13.90%,7.20%,0.101,3.3,13.90%,48.30%,37.70%,12.30%,5.30%,15.10%,62.50%,22.40%,46.50%,25.80%,65.70%,66.70%,85.20%,-1.5,3,0.247,0.304,0.348,0.29,71,-1.7,-0.3
272,16.20%,8.80%,0.134,5,15.30%,44.40%,40.30%,12.70%,7.60%,15.40%,55.50%,29.20%,48.90%,28.80%,67.70%,61.10%,86.80%,-8,6,0.223,0.295,0.357,0.29,73,1.4,-0.6
133,21.80%,18.00%,0.093,0.4,20.30%,45.60%,34.20%,14.80%,3.70%,13.90%,63.30%,22.80%,38.70%,23.30%,57.20%,58.60%,89.50%,-3.4,1,0.194,0.346,0.287,0.289,66,0.2,-0.4
116,34.50%,10.30%,0.183,1.5,17.20%,43.80%,39.10%,12.00%,16.00%,20.30%,45.30%,34.40%,42.30%,25.90%,60.70%,44.10%,82.40%,-6,4,0.202,0.284,0.385,0.289,65,0,-0.7
239,18.40%,9.60%,0.121,1,19.80%,52.30%,27.90%,6.30%,6.30%,19.80%,52.30%,27.90%,43.50%,29.40%,58.60%,72.30%,88.60%,-4.5,3,0.229,0.301,0.35,0.288,82,-2.6,-0.5
535,20.70%,9.20%,0.147,1.6,18.20%,39.60%,42.20%,14.60%,12.00%,17.40%,53.70%,28.90%,42.80%,26.90%,60.90%,59.20%,89.30%,-8.6,19,0.217,0.29,0.364,0.288,85,-5.5,-0.6
278,23.40%,6.10%,0.104,1.5,20.40%,41.90%,37.70%,5.60%,6.90%,16.80%,52.40%,30.90%,45.70%,27.70%,63.10%,56.10%,88.00%,1.7,5,0.243,0.299,0.347,0.288,69,0.8,0.1
127,29.90%,6.30%,0.128,1,21.50%,39.20%,39.20%,16.10%,9.70%,16.10%,55.60%,28.40%,57.10%,40.50%,69.60%,47.10%,87.20%,-0.8,3,0.239,0.286,0.368,0.288,68,0.8,-0.1
184,23.40%,6.50%,0.102,2.7,22.40%,44.80%,32.80%,4.90%,4.90%,14.10%,43.80%,42.20%,46.70%,31.20%,63.00%,52.50%,88.00%,-4.5,2,0.246,0.297,0.347,0.287,78,-2.4,-0.6
276,23.60%,8.30%,0.161,2.1,17.70%,43.00%,39.20%,15.10%,11.00%,19.40%,49.50%,31.20%,42.70%,29.80%,56.20%,65.20%,84.40%,-6.6,8,0.217,0.286,0.378,0.287,80,0.5,-0.3
438,24.00%,10.70%,0.158,2.4,21.50%,43.30%,35.20%,12.00%,15.00%,17.30%,50.70%,32.00%,42.90%,27.70%,61.80%,58.70%,89.70%,-11.1,15,0.204,0.292,0.362,0.287,76,-2.2,-1.1
132,18.90%,12.10%,0.155,0.5,10.10%,39.30%,50.60%,15.60%,8.90%,14.60%,56.20%,29.20%,40.80%,21.30%,59.10%,59.50%,79.10%,-1.3,4,0.191,0.295,0.345,0.287,69,-1.3,-0.3
339,10.30%,5.30%,0.131,1.8,17.00%,49.10%,33.90%,16.70%,9.40%,17.70%,55.10%,27.20%,46.80%,32.30%,62.40%,68.10%,94.10%,-10,9,0.244,0.286,0.375,0.287,80,-4.7,-1.3
193,5.70%,7.80%,0.052,2.7,21.70%,45.30%,32.90%,17.00%,0.00%,19.80%,63.00%,17.30%,40.40%,20.40%,57.00%,80.30%,95.10%,-3.7,0,0.243,0.321,0.295,0.286,68,-3.9,-0.9
278,10.40%,4.30%,0.107,3.5,18.50%,56.80%,24.80%,5.50%,9.10%,17.30%,58.00%,24.80%,51.50%,37.10%,65.60%,76.60%,91.50%,-0.2,5,0.234,0.296,0.341,0.286,78,-1.9,-0.1
159,25.20%,8.20%,0.125,3.7,20.20%,40.40%,39.40%,4.90%,9.80%,18.30%,42.30%,39.40%,47.40%,25.00%,71.10%,63.60%,79.70%,-1.3,4,0.222,0.296,0.347,0.286,59,-1.2,-0.6
216,31.50%,8.80%,0.113,1.1,21.10%,43.00%,35.90%,2.20%,8.70%,17.20%,58.60%,24.20%,45.00%,26.30%,69.00%,61.00%,75.00%,-1.9,4,0.231,0.301,0.344,0.286,84,-1.3,0
181,32.00%,11.00%,0.15,0.9,13.70%,63.70%,22.50%,17.40%,30.40%,13.70%,61.80%,24.50%,46.10%,27.00%,67.20%,44.70%,73.40%,-2.6,7,0.194,0.287,0.344,0.286,76,-0.5,-0.2
112,27.70%,8.00%,0.186,3.8,12.70%,32.40%,54.90%,0.00%,7.70%,13.90%,50.00%,36.10%,41.20%,22.80%,59.00%,50.00%,86.10%,-4.5,3,0.206,0.268,0.392,0.285,80,-0.9,-0.5
