PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing% (pi),O-Swing% (pi),Z-Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
530,11.10%,6.00%,0.08,2.7,20.30%,47.70%,32.00%,11.40%,2.90%,17.50%,57.20%,25.30%,54.20%,36.70%,72.20%,78.60%,88.70%,10.7,4,0.27,0.31,0.35,0.287,81,-2.5,1.4
348,26.40%,8.60%,0.196,0.8,18.50%,33.80%,47.70%,19.40%,16.50%,20.80%,44.70%,34.50%,41.40%,26.70%,58.20%,58.60%,89.10%,12.2,17,0.203,0.271,0.399,0.287,63,-2.2,0.5
189,10.60%,7.90%,0.134,2.3,18.50%,38.40%,43.20%,11.10%,6.30%,18.10%,59.70%,22.20%,51.50%,26.10%,75.20%,56.00%,82.70%,5.7,4,0.213,0.296,0.348,0.287,71,-1.2,0.4
118,32.20%,6.80%,0.104,1.3,26.50%,48.50%,25.00%,11.80%,11.80%,18.30%,52.10%,29.60%,42.40%,24.60%,59.40%,50.90%,80.60%,-2.8,2,0.236,0.296,0.34,0.287,81,-1.5,-0.3
218,20.60%,8.30%,0.173,1,14.30%,44.20%,41.60%,12.50%,14.10%,17.50%,49.40%,33.10%,51.70%,35.80%,68.20%,55.40%,87.90%,4.3,9,0.213,0.28,0.386,0.286,78,-0.5,0.5
193,5.70%,7.80%,0.052,2.7,21.70%,45.30%,32.90%,17.00%,0.00%,19.80%,63.00%,17.30%,40.40%,20.40%,57.00%,80.30%,95.10%,-3.7,0,0.243,0.321,0.295,0.286,68,-3.9,-0.9
130,24.60%,10.00%,0.112,1.6,20.50%,45.80%,33.70%,7.10%,10.70%,15.50%,59.50%,25.00%,47.40%,31.00%,63.70%,50.00%,87.80%,0.5,3,0.224,0.308,0.336,0.286,68,0.3,0
469,26.20%,3.00%,0.168,3.9,17.10%,42.70%,40.20%,16.70%,12.10%,23.90%,47.90%,28.20%,54.40%,47.00%,63.00%,45.30%,82.60%,13.5,16,0.237,0.262,0.405,0.286,66,-0.9,0.7
477,14.30%,8.40%,0.094,4.8,14.00%,41.50%,44.50%,14.10%,2.70%,21.70%,56.60%,21.70%,44.90%,24.00%,64.40%,70.30%,90.00%,16.9,4,0.225,0.306,0.32,0.285,65,2.9,1.6
106,30.20%,10.40%,0.137,3.1,19.00%,34.90%,46.00%,20.70%,6.90%,27.00%,46.00%,27.00%,42.90%,25.10%,58.70%,56.00%,87.10%,-3.2,2,0.211,0.292,0.347,0.285,66,0.3,-0.4
283,17.30%,6.70%,0.096,2.5,19.80%,42.00%,38.20%,13.60%,4.90%,24.20%,54.90%,20.90%,45.50%,27.70%,63.80%,64.70%,92.90%,7,4,0.25,0.299,0.346,0.284,81,-0.5,1
372,11.30%,5.40%,0.101,1.9,23.30%,44.00%,32.70%,5.90%,5.00%,17.40%,56.10%,26.50%,47.80%,30.70%,65.90%,76.90%,93.10%,0.7,5,0.253,0.291,0.353,0.284,77,-7.4,-0.6
274,16.40%,9.10%,0.074,1.3,24.90%,47.20%,27.90%,5.50%,5.50%,20.30%,61.40%,18.30%,50.00%,31.20%,67.50%,75.90%,89.30%,5.2,3,0.252,0.324,0.326,0.284,76,-1.7,0.5
398,25.90%,12.30%,0.155,1.3,17.40%,42.70%,39.80%,8.30%,12.50%,14.00%,56.80%,29.20%,44.60%,27.30%,61.50%,55.00%,81.00%,9.5,12,0.192,0.297,0.347,0.284,76,-1.8,0.9
274,21.90%,7.30%,0.131,3.1,18.40%,52.10%,29.50%,17.90%,14.30%,17.20%,60.90%,21.90%,51.70%,35.90%,67.40%,63.20%,88.30%,6.2,8,0.223,0.286,0.355,0.284,81,-2.2,0.7
127,32.30%,8.70%,0.158,0.4,16.40%,37.00%,46.60%,14.70%,14.70%,20.30%,39.20%,40.50%,45.30%,25.20%,66.40%,58.60%,75.30%,2.3,5,0.202,0.278,0.36,0.284,64,-2,-0.1
375,30.70%,8.80%,0.154,1.3,24.40%,37.30%,38.20%,7.00%,12.80%,10.70%,57.80%,31.60%,47.30%,30.20%,66.10%,50.90%,78.40%,10.6,11,0.211,0.283,0.365,0.284,80,0,1.5
136,14.00%,4.40%,0.071,0.4,27.80%,27.80%,44.40%,20.80%,4.20%,27.50%,57.80%,14.70%,54.60%,37.30%,70.30%,85.70%,84.70%,-1.3,2,0.26,0.304,0.331,0.283,64,-0.8,-0.3
211,23.20%,3.80%,0.167,2.5,12.70%,39.30%,48.00%,11.10%,9.70%,20.70%,52.00%,27.30%,58.10%,45.70%,74.70%,49.20%,83.70%,-2.9,7,0.217,0.261,0.384,0.283,72,-2.9,-0.6
100,7.00%,5.00%,0.065,2.1,14.10%,52.90%,32.90%,17.90%,3.60%,28.70%,64.40%,6.90%,43.30%,32.80%,53.00%,86.90%,92.50%,0.2,1,0.261,0.303,0.326,0.283,71,-1,-0.1
389,26.70%,3.30%,0.16,1.4,26.40%,33.60%,40.00%,11.30%,11.30%,16.60%,55.50%,27.90%,52.20%,38.30%,67.10%,67.40%,86.30%,6.4,12,0.231,0.267,0.391,0.283,74,-0.7,0.7
460,16.50%,4.30%,0.177,1.9,14.20%,29.20%,56.70%,13.20%,9.30%,20.40%,52.10%,27.60%,53.20%,39.10%,68.00%,72.70%,88.60%,13.1,19,0.226,0.258,0.403,0.283,65,-1.1,0.8
165,16.40%,5.50%,0.078,1.8,26.80%,42.50%,30.70%,7.70%,0.00%,17.20%,60.90%,21.90%,43.40%,28.50%,57.40%,76.50%,87.40%,-5,0,0.255,0.299,0.333,0.283,66,-2,-0.9
338,24.60%,11.20%,0.119,0.6,22.40%,41.10%,36.40%,16.70%,9.00%,19.50%,45.60%,34.90%,45.70%,22.30%,67.10%,55.00%,82.70%,7.5,7,0.21,0.303,0.329,0.282,77,-0.9,0.9
108,17.60%,8.30%,0.126,4.6,13.50%,37.80%,48.60%,13.90%,2.80%,30.40%,49.40%,20.30%,49.20%,27.30%,66.70%,66.00%,86.10%,1.2,1,0.232,0.302,0.358,0.282,77,-0.2,0.2
421,15.70%,3.80%,0.08,2.2,18.20%,61.00%,20.80%,8.60%,5.70%,15.70%,53.90%,30.50%,56.00%,43.60%,69.70%,69.90%,88.90%,15.7,4,0.266,0.294,0.347,0.282,70,-10.5,0.3
367,15.50%,5.20%,0.128,1.8,19.00%,39.80%,41.20%,13.40%,7.60%,17.90%,50.20%,32.00%,53.40%,38.00%,66.80%,68.40%,90.10%,3.6,9,0.244,0.281,0.372,0.282,65,-2.7,-0.4
184,21.20%,5.40%,0.127,1.6,20.90%,42.50%,36.60%,16.30%,10.20%,20.90%,57.50%,21.60%,49.50%,29.80%,70.80%,49.10%,87.60%,3.1,5,0.237,0.283,0.364,0.282,76,-1.6,0.2
218,34.90%,6.40%,0.157,2,17.10%,42.30%,40.70%,6.00%,12.00%,15.80%,51.20%,33.10%,46.70%,30.50%,61.40%,54.10%,67.70%,6.9,6,0.217,0.27,0.374,0.282,60,-0.2,0.3
352,17.30%,6.80%,0.124,1.4,21.10%,45.10%,33.80%,7.80%,10.00%,17.20%,56.90%,25.80%,50.60%,32.80%,69.10%,66.20%,87.70%,6.6,9,0.238,0.287,0.362,0.282,73,-3.9,0.3
297,14.80%,6.10%,0.076,2.8,18.80%,43.60%,37.60%,12.50%,4.50%,22.70%,50.40%,26.90%,48.30%,36.10%,60.30%,71.80%,92.70%,9.7,4,0.253,0.3,0.329,0.282,70,-1.4,0.7
126,21.40%,7.90%,0.143,0.7,16.50%,37.60%,45.90%,10.30%,7.70%,21.40%,55.10%,23.60%,44.70%,29.10%,62.70%,71.40%,88.60%,0.5,3,0.214,0.276,0.357,0.282,77,-1.2,0
373,10.20%,11.80%,0.081,2.4,16.80%,54.30%,28.90%,11.10%,4.90%,18.10%,55.40%,26.50%,36.80%,15.50%,54.30%,75.30%,94.70%,9.3,4,0.219,0.32,0.3,0.282,64,-0.9,0.4
197,18.80%,8.60%,0.147,0.6,17.90%,38.60%,43.60%,11.50%,9.80%,28.20%,52.80%,19.00%,47.80%,34.10%,62.10%,67.70%,88.80%,1.9,6,0.209,0.282,0.356,0.281,77,0.3,0.3
140,21.40%,4.30%,0.13,0.3,23.00%,48.00%,29.00%,6.90%,13.80%,22.30%,50.50%,27.20%,58.00%,43.70%,72.10%,60.60%,87.30%,8.3,4,0.237,0.275,0.366,0.281,76,-0.7,0.9
317,26.20%,12.90%,0.147,1.2,13.00%,39.10%,47.90%,8.70%,10.90%,18.20%,56.30%,25.50%,42.90%,18.40%,66.10%,37.60%,79.70%,5.4,10,0.188,0.293,0.335,0.281,78,-3.5,0.4
434,15.40%,7.60%,0.129,4,17.00%,41.80%,41.20%,10.50%,6.80%,18.90%,50.80%,30.30%,46.30%,33.10%,60.20%,62.40%,92.60%,5.2,9,0.227,0.286,0.356,0.281,66,-3,-0.1
188,27.10%,8.00%,0.142,2.1,25.40%,39.00%,35.60%,7.10%,14.30%,16.10%,51.70%,32.20%,51.10%,38.40%,67.00%,63.20%,85.70%,0.4,6,0.207,0.287,0.349,0.28,66,-0.2,-0.2
260,21.90%,8.50%,0.104,1.9,16.90%,36.60%,46.50%,11.30%,5.00%,15.60%,58.70%,25.70%,44.40%,29.10%,62.90%,61.50%,87.20%,2,4,0.221,0.293,0.325,0.28,81,-1.9,0.3
490,9.20%,7.60%,0.041,3.3,17.60%,46.40%,36.00%,9.20%,0.00%,18.40%,61.70%,19.90%,42.50%,28.40%,53.60%,77.10%,93.00%,12.4,0,0.256,0.318,0.297,0.28,69,-1.1,1.1
129,22.50%,11.60%,0.089,3.1,16.70%,36.90%,46.40%,7.70%,5.10%,18.80%,51.80%,29.40%,39.40%,25.50%,56.30%,72.50%,84.90%,3.2,2,0.214,0.305,0.304,0.28,72,-2.5,0.1
127,36.20%,9.40%,0.147,1.2,14.10%,34.40%,51.60%,12.10%,9.10%,18.20%,51.50%,30.30%,47.80%,28.70%,68.00%,44.30%,70.10%,2.3,3,0.193,0.288,0.339,0.28,77,-0.3,0.3
193,25.40%,8.30%,0.116,3.2,18.50%,42.70%,38.70%,14.60%,10.40%,20.80%,46.40%,32.80%,48.20%,30.60%,68.00%,48.80%,82.20%,-1.8,5,0.214,0.29,0.329,0.28,77,1.2,0.1
284,27.50%,9.50%,0.087,2.8,21.40%,50.90%,27.70%,0.00%,4.20%,12.90%,61.20%,25.80%,47.60%,32.40%,64.30%,48.80%,84.80%,11.6,2,0.237,0.312,0.324,0.28,61,-1.2,0.6
230,23.90%,9.60%,0.093,0.7,20.50%,41.10%,38.40%,17.20%,3.40%,20.40%,57.90%,21.70%,46.70%,35.70%,57.10%,63.80%,86.90%,0.6,2,0.224,0.301,0.317,0.28,65,-0.3,-0.2
301,24.60%,8.30%,0.129,1.5,25.40%,36.50%,38.10%,18.70%,9.30%,24.40%,45.80%,29.90%,45.40%,32.30%,60.90%,65.90%,88.70%,9,7,0.225,0.29,0.354,0.279,67,-3.7,0.3
168,13.70%,3.60%,0.088,1.6,20.90%,45.50%,33.60%,13.30%,4.40%,16.60%,66.90%,16.60%,51.70%,36.90%,65.80%,77.40%,90.40%,6.7,2,0.258,0.285,0.346,0.279,63,-1.2,0.3
216,24.10%,5.10%,0.121,2.4,17.20%,39.10%,43.70%,13.60%,7.60%,16.60%,57.00%,26.50%,47.40%,28.70%,63.20%,52.00%,88.40%,6.1,5,0.237,0.278,0.359,0.279,71,1.7,0.7
471,25.30%,3.20%,0.147,2.3,14.90%,48.50%,36.60%,9.00%,12.60%,21.60%,51.70%,26.70%,49.10%,34.90%,63.40%,49.00%,88.30%,12.5,14,0.221,0.276,0.368,0.279,73,-2.7,1.1
276,18.10%,6.90%,0.076,1.4,16.90%,52.20%,30.80%,19.40%,6.50%,22.60%,45.10%,32.40%,46.00%,26.00%,66.20%,78.30%,87.60%,1.3,4,0.247,0.307,0.323,0.279,74,-0.4,0.1
194,10.80%,9.30%,0.118,0.5,13.20%,57.00%,29.80%,17.80%,6.70%,21.40%,56.50%,22.10%,45.20%,27.10%,64.50%,67.40%,93.50%,5.7,3,0.218,0.292,0.335,0.279,67,0,0.4
233,27.00%,4.30%,0.115,2.1,22.80%,37.30%,39.90%,9.50%,9.50%,18.10%,50.00%,31.90%,52.10%,33.60%,70.30%,50.40%,85.70%,3.2,6,0.243,0.273,0.358,0.279,75,-1.3,0.3
171,33.90%,9.40%,0.184,1.5,21.30%,38.30%,40.40%,15.80%,18.40%,19.60%,52.60%,27.80%,47.70%,26.90%,68.80%,38.30%,73.10%,2.2,7,0.184,0.26,0.368,0.278,71,0.6,0.3
218,18.30%,7.80%,0.103,2,17.90%,51.30%,30.80%,8.30%,8.30%,17.60%,59.80%,22.60%,43.70%,29.00%,58.00%,58.60%,88.70%,0.4,4,0.227,0.293,0.33,0.278,67,-1.2,-0.2
338,26.60%,10.10%,0.11,2.8,18.40%,55.80%,25.70%,1.90%,11.30%,15.50%,64.30%,20.20%,45.30%,29.80%,59.70%,51.20%,84.60%,6.9,6,0.217,0.299,0.328,0.278,60,-1.9,-0.1
417,29.30%,5.50%,0.183,2.7,17.70%,36.60%,45.70%,15.70%,14.90%,22.30%,44.60%,33.10%,53.00%,37.90%,70.10%,51.60%,80.90%,8.9,18,0.214,0.262,0.398,0.278,71,-1,0.6
112,19.60%,2.70%,0.087,3.4,14.80%,49.40%,35.80%,17.20%,6.90%,26.50%,50.60%,22.90%,58.00%,37.00%,76.30%,48.40%,80.80%,3.7,2,0.24,0.288,0.327,0.277,66,-0.9,0.2
129,21.70%,5.40%,0.128,4.5,13.30%,31.10%,55.60%,10.00%,4.00%,17.40%,53.30%,29.40%,51.70%,34.90%,66.90%,69.90%,84.10%,3.6,2,0.231,0.281,0.359,0.277,66,1.4,0.4
201,16.40%,9.50%,0.069,1,16.60%,57.20%,26.20%,7.90%,2.60%,23.50%,52.40%,24.20%,41.20%,26.80%,55.00%,73.30%,90.70%,7.8,1,0.24,0.308,0.309,0.277,70,-1.9,0.6
292,35.60%,14.00%,0.175,2.1,15.00%,31.30%,53.70%,6.30%,15.20%,9.50%,53.10%,37.40%,44.00%,28.60%,62.00%,50.60%,74.60%,1,12,0.171,0.284,0.346,0.277,68,1,0.1
249,18.10%,6.80%,0.04,2.3,19.20%,61.50%,19.20%,8.60%,2.90%,19.60%,59.80%,20.70%,50.50%,33.00%,66.30%,58.40%,89.80%,5.9,1,0.259,0.313,0.299,0.277,63,-4.2,-0.2
240,10.00%,5.00%,0.09,0.9,22.90%,44.30%,32.80%,6.10%,4.50%,25.70%,56.90%,17.30%,45.00%,28.80%,61.30%,78.30%,94.60%,6.9,3,0.248,0.288,0.338,0.277,68,-3,0.3
143,28.70%,3.50%,0.204,0.9,21.60%,35.10%,43.30%,9.50%,19.00%,14.40%,50.50%,35.10%,52.10%,32.60%,73.40%,57.50%,77.70%,0.1,8,0.219,0.245,0.423,0.277,70,-0.8,-0.1
107,11.20%,6.50%,0.081,5.4,17.20%,57.50%,25.30%,4.50%,4.50%,18.20%,61.40%,20.50%,51.50%,30.40%,68.80%,68.60%,84.40%,2.7,1,0.242,0.292,0.323,0.277,66,-1.4,0
362,14.90%,3.90%,0.086,1.6,21.30%,46.30%,32.40%,8.60%,5.40%,20.40%,52.90%,26.60%,57.60%,47.20%,71.80%,72.90%,91.90%,-0.9,5,0.251,0.288,0.337,0.277,71,-4.5,-0.6
195,25.10%,7.70%,0.14,2.6,13.10%,41.80%,45.10%,25.50%,7.30%,24.00%,47.30%,28.70%,49.40%,31.50%,68.10%,47.30%,80.70%,5,4,0.211,0.276,0.351,0.277,63,0.6,0.3
227,30.00%,4.00%,0.175,3.2,19.90%,36.20%,44.00%,12.90%,12.90%,21.30%,52.00%,26.70%,51.20%,38.90%,63.80%,48.10%,80.20%,7.7,8,0.218,0.249,0.393,0.277,68,0.9,0.8
150,16.70%,9.30%,0.03,1.8,17.80%,62.60%,19.60%,0.00%,0.00%,18.00%,64.90%,17.10%,45.20%,28.00%,61.10%,69.90%,91.80%,2.2,0,0.248,0.32,0.278,0.276,73,-2.5,0
178,27.50%,10.10%,0.121,1.6,19.40%,42.60%,38.00%,0.00%,9.80%,16.20%,47.80%,36.00%,45.00%,23.40%,64.50%,48.10%,71.60%,1.8,4,0.204,0.286,0.325,0.276,70,0.4,0.2
234,22.60%,7.70%,0.063,2.3,20.10%,54.50%,25.30%,25.60%,5.10%,28.80%,50.60%,20.60%,45.20%,31.70%,57.90%,53.20%,89.90%,3.5,2,0.238,0.306,0.301,0.276,61,1.3,0.1
448,23.00%,6.70%,0.125,5,12.20%,32.60%,55.20%,13.20%,5.70%,20.80%,48.20%,31.00%,45.30%,29.50%,60.40%,66.10%,83.50%,15.5,9,0.224,0.278,0.349,0.276,59,3.7,1.1
507,27.60%,3.90%,0.164,3.7,14.50%,40.70%,44.80%,10.40%,12.30%,24.00%,47.40%,28.60%,56.30%,41.60%,73.00%,44.90%,78.90%,-1.6,19,0.224,0.253,0.388,0.276,75,1,0.1
290,20.70%,9.00%,0.112,3.1,21.30%,45.70%,33.00%,20.00%,3.10%,18.80%,59.90%,21.30%,45.50%,25.30%,62.90%,56.60%,86.70%,4.4,2,0.213,0.289,0.326,0.276,65,-3.2,-0.2
123,30.10%,7.30%,0.165,5.1,16.00%,45.30%,38.70%,17.20%,10.30%,27.60%,44.70%,27.60%,46.90%,35.60%,57.50%,57.70%,83.00%,2.9,3,0.211,0.27,0.376,0.276,64,1.2,0.3
416,8.20%,5.80%,0.077,1.2,16.70%,35.30%,48.00%,9.00%,3.00%,14.10%,60.70%,25.10%,49.70%,36.30%,61.80%,84.60%,89.10%,1.6,5,0.249,0.297,0.326,0.276,65,-3.7,-0.6
514,8.20%,6.00%,0.067,2.7,18.50%,43.90%,37.60%,9.40%,1.90%,19.70%,57.60%,22.70%,41.80%,26.90%,53.60%,89.70%,93.40%,1.6,3,0.242,0.301,0.309,0.275,61,-1.1,-0.7
275,25.10%,6.20%,0.146,1.3,21.90%,32.60%,45.50%,8.60%,11.10%,12.90%,57.00%,30.10%,46.70%,32.10%,61.70%,65.70%,87.10%,10.3,9,0.207,0.264,0.354,0.275,71,-3,0.8
232,28.40%,9.10%,0.148,4.5,21.50%,39.60%,38.90%,23.20%,12.50%,17.40%,53.50%,29.20%,42.50%,24.20%,58.90%,54.10%,86.80%,3.1,7,0.201,0.276,0.349,0.275,73,0.1,0.4
253,31.20%,7.50%,0.163,1.1,12.00%,36.60%,51.40%,9.60%,15.10%,19.20%,48.60%,32.20%,49.50%,30.30%,69.80%,42.50%,72.20%,11.3,11,0.176,0.268,0.339,0.275,73,-1.3,1.1
184,17.90%,9.20%,0.139,2.1,16.70%,45.50%,37.90%,12.00%,10.00%,20.50%,55.30%,24.20%,49.30%,28.90%,72.10%,63.40%,86.80%,1.6,5,0.212,0.288,0.352,0.275,68,-0.5,0
176,17.60%,4.00%,0.139,3,19.30%,47.40%,33.30%,8.90%,8.90%,23.20%,50.00%,26.80%,55.20%,40.40%,70.20%,68.30%,89.90%,-0.5,4,0.242,0.269,0.382,0.275,68,0.6,-0.1
115,19.10%,3.50%,0.173,1.4,18.20%,40.90%,40.90%,13.90%,13.90%,14.60%,52.80%,32.60%,52.40%,40.20%,65.20%,53.50%,87.20%,3.8,5,0.218,0.243,0.391,0.274,71,-0.4,0.4
266,20.70%,12.40%,0.044,2.7,21.50%,54.70%,23.80%,2.40%,0.00%,15.90%,63.10%,21.00%,43.10%,26.10%,59.70%,63.60%,88.00%,9.1,0,0.24,0.341,0.284,0.274,49,-1.3,-0.1
373,29.20%,6.20%,0.137,1.9,18.40%,41.00%,40.60%,5.30%,12.60%,15.50%,50.60%,33.90%,46.10%,31.50%,61.60%,57.50%,83.00%,13.7,12,0.221,0.272,0.358,0.273,66,-4,0.7
207,26.10%,7.70%,0.119,0.3,21.10%,47.40%,31.60%,9.50%,14.30%,20.90%,47.80%,31.30%,52.60%,37.80%,69.20%,57.40%,83.50%,6.2,6,0.222,0.291,0.341,0.273,70,-0.5,0.5
189,33.90%,5.30%,0.172,2.4,17.90%,27.70%,54.50%,13.10%,11.50%,15.80%,50.90%,33.30%,42.80%,28.50%,57.40%,47.60%,84.20%,6.7,7,0.201,0.246,0.374,0.273,75,1,0.9
204,27.50%,4.90%,0.14,2.2,16.10%,46.70%,37.20%,9.80%,11.80%,16.10%,56.20%,27.70%,57.00%,42.90%,72.40%,60.70%,78.10%,2.2,6,0.228,0.265,0.368,0.273,70,-1.4,0
465,20.20%,8.20%,0.118,2,21.10%,42.50%,36.40%,9.90%,8.30%,18.10%,54.50%,27.40%,48.90%,32.10%,68.40%,69.70%,86.70%,8.6,10,0.225,0.288,0.344,0.273,62,-3.5,-0.2
361,19.10%,8.00%,0.137,0.9,19.10%,23.80%,57.00%,13.70%,7.50%,21.90%,50.80%,27.30%,53.10%,38.00%,68.40%,62.30%,88.50%,-0.7,11,0.206,0.283,0.343,0.272,70,-1.4,-0.4
272,26.80%,8.10%,0.097,2.4,17.40%,36.60%,46.00%,17.60%,6.80%,23.70%,55.50%,20.80%,47.30%,29.80%,64.40%,55.90%,83.10%,6.2,5,0.211,0.288,0.308,0.272,60,0.2,0.2
185,16.20%,4.30%,0.111,1.6,21.50%,41.00%,37.50%,11.10%,5.60%,21.20%,54.80%,24.00%,49.90%,36.20%,63.80%,66.70%,86.30%,2.3,3,0.246,0.279,0.357,0.272,64,-1.6,-0.2
256,26.20%,11.30%,0.164,5,17.60%,44.00%,38.40%,1.60%,16.40%,16.30%,49.40%,34.40%,43.50%,22.40%,64.80%,54.10%,80.90%,-3.3,10,0.181,0.273,0.345,0.272,58,2.6,-0.6
131,14.50%,2.30%,0.111,3.2,13.80%,45.90%,40.40%,15.90%,2.30%,14.70%,56.90%,28.40%,52.90%,35.10%,69.20%,63.20%,93.20%,2.5,1,0.254,0.267,0.365,0.272,68,-0.4,0.1
170,9.40%,4.70%,0.084,1.9,16.80%,43.40%,39.90%,5.30%,3.50%,17.20%,49.00%,33.80%,47.10%,27.30%,61.80%,66.70%,94.60%,-0.8,2,0.252,0.286,0.335,0.272,59,-1.5,-0.5
250,16.40%,10.00%,0.079,1.1,18.20%,45.50%,36.40%,10.90%,4.70%,23.10%,60.40%,16.50%,40.40%,21.00%,55.40%,55.80%,90.70%,3.7,3,0.218,0.303,0.296,0.272,61,-1.3,-0.2
157,13.40%,6.40%,0.078,3.9,19.30%,33.60%,47.10%,26.80%,1.80%,29.60%,52.00%,18.40%,44.80%,26.00%,61.10%,68.60%,89.50%,4,1,0.241,0.292,0.319,0.272,65,1.7,0.5
409,8.10%,4.60%,0.106,2.3,21.10%,45.40%,33.50%,18.10%,6.00%,20.90%,52.70%,26.40%,49.00%,29.60%,67.60%,75.10%,94.00%,6.8,7,0.227,0.277,0.332,0.272,64,-2.9,0
272,25.00%,8.80%,0.066,4.8,23.70%,53.70%,22.60%,2.50%,2.50%,23.50%,58.10%,18.40%,41.10%,20.30%,59.80%,47.60%,88.50%,10.4,1,0.23,0.3,0.296,0.271,70,-0.4,1
198,24.20%,6.10%,0.179,2.9,25.20%,27.40%,47.40%,10.90%,14.10%,15.60%,48.20%,36.30%,49.10%,29.00%,68.40%,46.20%,86.80%,2.9,9,0.201,0.258,0.38,0.271,68,-0.8,0.1
316,11.10%,7.00%,0.105,3.4,22.50%,37.20%,40.30%,4.90%,4.90%,13.70%,57.40%,28.90%,42.30%,28.40%,53.90%,76.10%,94.90%,5.7,5,0.232,0.29,0.337,0.271,67,1.5,0.5
272,15.80%,8.10%,0.097,2.5,19.00%,43.10%,37.90%,8.10%,6.80%,18.80%,53.00%,28.20%,44.60%,25.70%,58.90%,62.40%,87.60%,3.2,5,0.211,0.287,0.308,0.271,57,0.1,-0.1
113,13.30%,10.60%,0.071,1.3,17.10%,48.80%,34.10%,21.40%,3.60%,28.90%,50.60%,20.50%,33.70%,14.90%,52.70%,76.50%,91.60%,2.2,1,0.214,0.319,0.286,0.271,66,-0.9,0
128,26.60%,0.80%,0.09,3,24.70%,43.80%,31.50%,17.90%,3.60%,26.40%,51.70%,22.00%,57.40%,47.90%,67.00%,50.50%,83.60%,3.8,1,0.254,0.27,0.344,0.271,70,-1.1,0.2
122,19.70%,4.10%,0.13,0.9,20.90%,37.40%,41.80%,10.50%,7.90%,16.50%,53.90%,29.70%,50.40%,30.40%,67.60%,60.90%,88.80%,-2.2,3,0.217,0.262,0.348,0.271,71,-0.4,-0.3
361,21.10%,8.30%,0.145,3.8,20.80%,39.60%,39.60%,7.10%,11.10%,9.90%,57.10%,32.90%,41.50%,22.90%,59.90%,50.30%,86.90%,6.1,11,0.198,0.27,0.343,0.271,63,-0.1,0.2
222,27.90%,4.50%,0.192,1.3,16.10%,33.60%,50.30%,15.30%,13.90%,14.00%,49.00%,37.10%,54.20%,39.00%,72.20%,62.40%,79.80%,-8.6,10,0.177,0.239,0.369,0.27,66,-1.4,-1.2
202,21.30%,2.50%,0.084,3.2,22.60%,47.90%,29.50%,2.30%,2.30%,13.00%,57.80%,29.20%,53.60%,39.90%,65.70%,77.90%,81.00%,5.2,1,0.257,0.274,0.34,0.27,58,-3.5,-0.2
251,25.50%,4.40%,0.118,1.5,23.80%,41.10%,35.10%,20.30%,11.90%,21.10%,53.70%,25.10%,54.30%,40.10%,70.10%,52.00%,83.90%,2.3,7,0.237,0.27,0.355,0.27,64,0,0
258,27.10%,12.80%,0.131,1.1,17.90%,47.70%,34.40%,13.50%,13.50%,15.20%,57.00%,27.80%,38.20%,20.20%,55.70%,42.90%,82.90%,1.6,7,0.176,0.295,0.308,0.27,66,-3.5,-0.5
147,12.90%,7.50%,0.052,2.1,20.70%,55.20%,24.10%,0.00%,0.00%,12.10%,72.40%,15.50%,43.80%,25.20%,60.50%,77.30%,94.30%,-1.7,0,0.237,0.299,0.289,0.27,58,-3.3,-0.8
347,16.40%,15.30%,0.064,0.6,17.00%,44.30%,38.70%,7.90%,3.40%,18.50%,54.50%,27.00%,37.20%,19.40%,53.00%,67.20%,89.90%,3.5,3,0.191,0.323,0.254,0.27,73,-8.3,-0.5
479,12.30%,6.10%,0.074,1,19.40%,43.00%,37.70%,11.30%,3.50%,13.80%,61.50%,24.70%,46.10%,27.20%,62.30%,75.90%,92.80%,3.4,5,0.24,0.296,0.314,0.269,64,-0.9,-0.2
256,32.00%,9.80%,0.15,1.1,19.40%,36.80%,43.80%,17.50%,12.70%,21.10%,46.30%,32.70%,44.50%,24.10%,66.50%,48.10%,79.10%,5,8,0.186,0.273,0.336,0.268,67,-3,0
122,11.50%,3.30%,0.06,1.6,23.30%,40.80%,35.90%,10.80%,2.70%,23.30%,56.30%,20.40%,53.30%,38.20%,68.70%,75.40%,93.00%,5.3,1,0.259,0.287,0.319,0.267,57,0.2,0.3
323,26.30%,2.20%,0.159,2.3,19.70%,40.60%,39.70%,15.40%,13.20%,25.10%,48.90%,26.00%,54.40%,43.10%,66.00%,51.80%,79.80%,4.6,12,0.222,0.239,0.381,0.267,71,-3.9,0
106,26.40%,11.30%,0.128,0.4,18.20%,36.40%,45.50%,13.30%,6.70%,13.60%,54.60%,31.80%,44.70%,25.40%,66.20%,49.10%,85.30%,2.9,2,0.191,0.283,0.319,0.267,65,-1.6,0
313,20.10%,7.00%,0.071,2.5,19.50%,54.50%,25.90%,14.00%,3.50%,21.70%,57.50%,20.80%,51.10%,33.10%,67.90%,59.00%,85.80%,3.9,2,0.233,0.29,0.304,0.266,67,-2.1,0
173,32.40%,5.80%,0.125,0.7,21.90%,44.80%,33.30%,14.30%,11.40%,21.50%,46.70%,31.80%,47.50%,35.70%,60.70%,46.60%,84.10%,2.5,4,0.231,0.275,0.356,0.266,69,-2.1,-0.1
